frame,H_Water_IF->O_SiO2_Surface,H_Water_IF->O_SiO2_Structural,H_Water_IF->O_Hydroxyl_CSH,H_Water_IF->O_NBO_CSH,H_Water_IF->O_Bridging_CSH,H_Water_IF->O_Water_CSH,H_Water_IF->O_Water_IF,H_Water_IF->O_Water_IF_CaCoord,H_Hydroxyl_CSH->O_SiO2_Surface,H_Hydroxyl_CSH->O_SiO2_Structural,H_Hydroxyl_CSH->O_Water_IF,H_Hydroxyl_CSH->O_Water_IF_CaCoord,H_Water_CSH->O_SiO2_Surface,H_Water_CSH->O_SiO2_Structural,H_Water_CSH->O_Water_IF,H_Water_CSH->O_Water_IF_CaCoord,H_SiO2_Hydroxyl->O_Hydroxyl_CSH,H_SiO2_Hydroxyl->O_NBO_CSH,H_SiO2_Hydroxyl->O_Water_CSH,H_SiO2_Hydroxyl->O_Bridging_CSH,H_SiO2_Hydroxyl->O_Water_IF,H_SiO2_Hydroxyl->O_Water_IF_CaCoord,H_Water_IF->O_SiO2_Surface_per_nm2,H_Water_IF->O_SiO2_Structural_per_nm2,H_Water_IF->O_Hydroxyl_CSH_per_nm2,H_Water_IF->O_NBO_CSH_per_nm2,H_Water_IF->O_Bridging_CSH_per_nm2,H_Water_IF->O_Water_CSH_per_nm2,H_Water_IF->O_Water_IF_per_nm2,H_Water_IF->O_Water_IF_CaCoord_per_nm2,H_Hydroxyl_CSH->O_SiO2_Surface_per_nm2,H_Hydroxyl_CSH->O_SiO2_Structural_per_nm2,H_Hydroxyl_CSH->O_Water_IF_per_nm2,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_nm2,H_Water_CSH->O_SiO2_Surface_per_nm2,H_Water_CSH->O_SiO2_Structural_per_nm2,H_Water_CSH->O_Water_IF_per_nm2,H_Water_CSH->O_Water_IF_CaCoord_per_nm2,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_nm2,H_SiO2_Hydroxyl->O_NBO_CSH_per_nm2,H_SiO2_Hydroxyl->O_Water_CSH_per_nm2,H_SiO2_Hydroxyl->O_Bridging_CSH_per_nm2,H_SiO2_Hydroxyl->O_Water_IF_per_nm2,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_nm2,H_Water_IF->O_SiO2_Surface_per_nm3,H_Water_IF->O_SiO2_Structural_per_nm3,H_Water_IF->O_Hydroxyl_CSH_per_nm3,H_Water_IF->O_NBO_CSH_per_nm3,H_Water_IF->O_Bridging_CSH_per_nm3,H_Water_IF->O_Water_CSH_per_nm3,H_Water_IF->O_Water_IF_per_nm3,H_Water_IF->O_Water_IF_CaCoord_per_nm3,H_Hydroxyl_CSH->O_SiO2_Surface_per_nm3,H_Hydroxyl_CSH->O_SiO2_Structural_per_nm3,H_Hydroxyl_CSH->O_Water_IF_per_nm3,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_nm3,H_Water_CSH->O_SiO2_Surface_per_nm3,H_Water_CSH->O_SiO2_Structural_per_nm3,H_Water_CSH->O_Water_IF_per_nm3,H_Water_CSH->O_Water_IF_CaCoord_per_nm3,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_nm3,H_SiO2_Hydroxyl->O_NBO_CSH_per_nm3,H_SiO2_Hydroxyl->O_Water_CSH_per_nm3,H_SiO2_Hydroxyl->O_Bridging_CSH_per_nm3,H_SiO2_Hydroxyl->O_Water_IF_per_nm3,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_nm3,H_Water_IF->O_SiO2_Surface_per_donor,H_Water_IF->O_SiO2_Structural_per_donor,H_Water_IF->O_Hydroxyl_CSH_per_donor,H_Water_IF->O_NBO_CSH_per_donor,H_Water_IF->O_Bridging_CSH_per_donor,H_Water_IF->O_Water_CSH_per_donor,H_Water_IF->O_Water_IF_per_donor,H_Water_IF->O_Water_IF_CaCoord_per_donor,H_Hydroxyl_CSH->O_SiO2_Surface_per_donor,H_Hydroxyl_CSH->O_SiO2_Structural_per_donor,H_Hydroxyl_CSH->O_Water_IF_per_donor,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_donor,H_Water_CSH->O_SiO2_Surface_per_donor,H_Water_CSH->O_SiO2_Structural_per_donor,H_Water_CSH->O_Water_IF_per_donor,H_Water_CSH->O_Water_IF_CaCoord_per_donor,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_donor,H_SiO2_Hydroxyl->O_NBO_CSH_per_donor,H_SiO2_Hydroxyl->O_Water_CSH_per_donor,H_SiO2_Hydroxyl->O_Bridging_CSH_per_donor,H_SiO2_Hydroxyl->O_Water_IF_per_donor,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_donor
121,117,0,27,16,10,27,189,13,0,0,25,11,8,0,47,7,0,0,0,0,1,0,6.027437395,0,1.390947091,0.8242649429,0.5151655893,1.390947091,9.736629638,0.6697152661,0,0,1.287913973,0.5666821483,0.4121324715,0,2.42127827,0.3606159125,0,0,0,0,0.05151655893,0,2.625188216,0,0.6058126653,0.359000098,0.2243750612,0.6058126653,4.240688657,0.2916875796,0,0,0.5609376531,0.2468125673,0.179500049,0,1.054562788,0.1570625429,0,0,0,0,0.02243750612,0,0.1963087248,0,0.04530201342,0.02684563758,0.01677852349,0.04530201342,0.317114094,0.02181208054,0,0,0.08710801394,0.03832752613,0.04651162791,0,0.273255814,0.04069767442,0,0,0,0,0.005555555556,0
122,105,0,29,19,7,24,185,17,0,0,30,4,13,0,38,4,0,0,0,0,1,0,5.409238688,0,1.493980209,0.9788146197,0.3606159125,1.236397414,9.530563402,0.8757815018,0,0,1.545496768,0.2060662357,0.6697152661,0,1.957629239,0.2060662357,0,0,0,0,0.05151655893,0,2.357269239,0,0.6510553136,0.4265534814,0.1571512826,0.5388043975,4.153283897,0.3816531149,0,0,0.6735054969,0.08980073292,0.291852382,0,0.8531069627,0.08980073292,0,0,0,0,0.02245018323,0,0.1767676768,0,0.04882154882,0.03198653199,0.01178451178,0.0404040404,0.3114478114,0.02861952862,0,0,0.1020408163,0.01360544218,0.07514450867,0,0.2196531792,0.02312138728,0,0,0,0,0.005555555556,0
123,116,0,24,12,8,28,194,9,0,0,25,5,11,0,47,1,0,0,0,0,1,0,5.975920836,0,1.236397414,0.6181987072,0.4121324715,1.44246365,9.994212433,0.4636490304,0,0,1.287913973,0.2575827947,0.5666821483,0,2.42127827,0.05151655893,0,0,0,0,0.05151655893,0,2.602560279,0,0.5384607474,0.2692303737,0.1794869158,0.6282042053,4.352557708,0.2019227803,0,0,0.5608966119,0.1121793224,0.2467945092,0,1.05448563,0.02243586448,0,0,0,0,0.02243586448,0,0.1959459459,0,0.04054054054,0.02027027027,0.01351351351,0.0472972973,0.3277027027,0.0152027027,0,0,0.08532423208,0.01706484642,0.06358381503,0,0.2716763006,0.005780346821,0,0,0,0,0.005555555556,0
124,125,0,33,16,6,25,202,14,0,0,31,3,11,0,46,2,0,0,0,0,1,0,6.439569866,0,1.700046445,0.8242649429,0.3090993536,1.287913973,10.4063449,0.721231825,0,0,1.597013327,0.1545496768,0.5666821483,0,2.369761711,0.1030331179,0,0,0,0,0.05151655893,0,2.802655243,0,0.7399009843,0.3587398712,0.1345274517,0.5605310487,4.529090873,0.3138973873,0,0,0.6950585004,0.06726372584,0.2466336614,0,1.03137713,0.04484248389,0,0,0,0,0.02242124195,0,0.2097315436,0,0.05536912752,0.02684563758,0.01006711409,0.04194630872,0.3389261745,0.02348993289,0,0,0.1061643836,0.0102739726,0.06432748538,0,0.269005848,0.01169590643,0,0,0,0,0.005555555556,0
125,107,0,29,15,10,27,184,16,0,0,29,1,11,0,43,4,0,0,0,0,1,0,5.512271806,0,1.493980209,0.772748384,0.5151655893,1.390947091,9.479046843,0.8242649429,0,0,1.493980209,0.05151655893,0.5666821483,0,2.215212034,0.2060662357,0,0,0,0,0.05151655893,0,2.39488124,0,0.6490799622,0.3357310149,0.2238206766,0.6043158268,4.11830045,0.3581130826,0,0,0.6490799622,0.02238206766,0.2462027443,0,0.9624289094,0.08952827064,0,0,0,0,0.02238206766,0,0.1801346801,0,0.04882154882,0.02525252525,0.01683501684,0.04545454545,0.3097643098,0.02693602694,0,0,0.1006944444,0.003472222222,0.06395348837,0,0.25,0.02325581395,0,0,0,0,0.005555555556,0
126,125,0,29,14,7,28,187,14,0,0,26,7,10,0,43,6,0,0,0,0,0,0,6.439569866,0,1.493980209,0.721231825,0.3606159125,1.44246365,9.63359652,0.721231825,0,0,1.339430532,0.3606159125,0.5151655893,0,2.215212034,0.3090993536,0,0,0,0,0,0,2.814140017,0,0.6528804839,0.3151836819,0.1575918409,0.6303673638,4.209953465,0.3151836819,0,0,0.5853411235,0.1575918409,0.2251312014,0,0.9680641658,0.1350787208,0,0,0,0,0,0,0.2104377104,0,0.04882154882,0.02356902357,0.01178451178,0.04713804714,0.3148148148,0.02356902357,0,0,0.09027777778,0.02430555556,0.05780346821,0,0.2485549133,0.03468208092,0,0,0,0,0,0
127,106,0,33,14,10,32,200,16,0,0,24,6,12,0,45,1,0,0,0,0,1,0,5.460755247,0,1.700046445,0.721231825,0.5151655893,1.648529886,10.30331179,0.8242649429,0,0,1.236397414,0.3090993536,0.6181987072,0,2.318245152,0.05151655893,0,0,0,0,0.05151655893,0,2.386042988,0,0.7428247037,0.3151377531,0.2250983951,0.7203148642,4.501967901,0.3601574321,0,0,0.5402361482,0.135059037,0.2701180741,0,1.012942778,0.02250983951,0,0,0,0,0.02250983951,0,0.1784511785,0,0.05555555556,0.02356902357,0.01683501684,0.05387205387,0.3367003367,0.02693602694,0,0,0.08391608392,0.02097902098,0.06936416185,0,0.2601156069,0.005780346821,0,0,0,0,0.005555555556,0
128,122,0,26,15,8,25,195,13,0,0,30,5,12,0,43,5,0,0,0,0,3,0,6.28502019,0,1.339430532,0.772748384,0.4121324715,1.287913973,10.04572899,0.6697152661,0,0,1.545496768,0.2575827947,0.6181987072,0,2.215212034,0.2575827947,0,0,0,0,0.1545496768,0,2.733510619,0,0.5825514433,0.3360873711,0.1792465979,0.5601456186,4.369135825,0.2912757217,0,0,0.6721747423,0.1120291237,0.2688698969,0,0.963450464,0.1120291237,0,0,0,0,0.06721747423,0,0.2053872054,0,0.04377104377,0.02525252525,0.01346801347,0.04208754209,0.3282828283,0.02188552189,0,0,0.1038062284,0.01730103806,0.06857142857,0,0.2457142857,0.02857142857,0,0,0,0,0.01666666667,0
129,110,0,29,14,10,27,208,10,0,0,26,4,11,0,38,6,0,0,0,0,2,0,5.666821483,0,1.493980209,0.721231825,0.5151655893,1.390947091,10.71544426,0.5151655893,0,0,1.339430532,0.2060662357,0.5666821483,0,1.957629239,0.3090993536,0,0,0,0,0.1030331179,0,2.47512901,0,0.6525340118,0.3150164195,0.2250117282,0.6075316662,4.680243947,0.2250117282,0,0,0.5850304934,0.09000469129,0.247512901,0,0.8550445672,0.1350070369,0,0,0,0,0.04500234564,0,0.1851851852,0,0.04882154882,0.02356902357,0.01683501684,0.04545454545,0.3501683502,0.01683501684,0,0,0.08904109589,0.01369863014,0.06358381503,0,0.2196531792,0.03468208092,0,0,0,0,0.01111111111,0
130,116,1,32,15,8,32,190,11,0,0,26,3,15,0,42,6,0,0,0,0,2,0,5.975920836,0.05151655893,1.648529886,0.772748384,0.4121324715,1.648529886,9.788146197,0.5666821483,0,0,1.339430532,0.1545496768,0.772748384,0,2.163695475,0.3090993536,0,0,0,0,0.1030331179,0,2.624790471,0.02262750406,0.72408013,0.3394125609,0.1810200325,0.72408013,4.299225772,0.2489025447,0,0,0.5883151056,0.06788251219,0.3394125609,0,0.9503551706,0.1357650244,0,0,0,0,0.04525500813,0,0.1952861953,0.001683501684,0.05387205387,0.02525252525,0.01346801347,0.05387205387,0.3198653199,0.01851851852,0,0,0.09090909091,0.01048951049,0.08670520231,0,0.2427745665,0.03468208092,0,0,0,0,0.01111111111,0
131,107,0,26,19,8,26,200,13,0,0,23,5,11,0,34,7,0,0,0,0,1,0,5.512271806,0,1.339430532,0.9788146197,0.4121324715,1.339430532,10.30331179,0.6697152661,0,0,1.184880855,0.2575827947,0.5666821483,0,1.751563004,0.3606159125,0,0,0,0,0.05151655893,0,2.417008996,0,0.5873105972,0.4291885133,0.180710953,0.5873105972,4.517773825,0.2936552986,0,0,0.5195439898,0.1129443456,0.2484775603,0,0.7680215502,0.1581220839,0,0,0,0,0.02258886912,0,0.1789297659,0,0.04347826087,0.03177257525,0.01337792642,0.04347826087,0.3344481605,0.02173913043,0,0,0.08098591549,0.0176056338,0.06432748538,0,0.1988304094,0.04093567251,0,0,0,0,0.005555555556,0
132,116,0,34,18,8,29,190,10,0,0,24,7,10,0,41,9,0,0,0,0,2,0,5.975920836,0,1.751563004,0.9272980608,0.4121324715,1.493980209,9.788146197,0.5151655893,0,0,1.236397414,0.3606159125,0.5151655893,0,2.112178916,0.4636490304,0,0,0,0,0.1030331179,0,2.609346806,0,0.7648085465,0.4048986423,0.1799549521,0.6523367015,4.273930113,0.2249436902,0,0,0.5398648564,0.1574605831,0.2249436902,0,0.9222691297,0.2024493211,0,0,0,0,0.04498873803,0,0.1952861953,0,0.05723905724,0.0303030303,0.01346801347,0.04882154882,0.3198653199,0.01683501684,0,0,0.08362369338,0.0243902439,0.05780346821,0,0.2369942197,0.05202312139,0,0,0,0,0.01111111111,0
133,97,1,27,14,11,30,203,10,0,0,27,4,10,0,36,3,0,0,0,0,2,0,4.997106216,0.05151655893,1.390947091,0.721231825,0.5666821483,1.545496768,10.45786146,0.5151655893,0,0,1.390947091,0.2060662357,0.5151655893,0,1.854596122,0.1545496768,0,0,0,0,0.1030331179,0,2.180710706,0.02248155368,0.6070019492,0.3147417515,0.2472970904,0.6744466103,4.563755396,0.2248155368,0,0,0.6070019492,0.0899262147,0.2248155368,0,0.8093359323,0.06744466103,0,0,0,0,0.04496310735,0,0.1632996633,0.001683501684,0.04545454545,0.02356902357,0.01851851852,0.05050505051,0.3417508418,0.01683501684,0,0,0.09375,0.01388888889,0.05714285714,0,0.2057142857,0.01714285714,0,0,0,0,0.01111111111,0
134,117,1,27,15,5,28,197,18,0,0,27,5,10,0,37,7,0,0,0,0,2,0,6.027437395,0.05151655893,1.390947091,0.772748384,0.2575827947,1.44246365,10.14876211,0.9272980608,0,0,1.390947091,0.2575827947,0.5151655893,0,1.90611268,0.3606159125,0,0,0,0,0.1030331179,0,2.632743588,0.02250208194,0.6075562125,0.3375312292,0.1125104097,0.6300582945,4.432910143,0.405037475,0,0,0.6075562125,0.1125104097,0.2250208194,0,0.832577032,0.1575145736,0,0,0,0,0.04500416389,0,0.196969697,0.001683501684,0.04545454545,0.02525252525,0.008417508418,0.04713804714,0.3316498316,0.0303030303,0,0,0.09375,0.01736111111,0.05780346821,0,0.2138728324,0.04046242775,0,0,0,0,0.01111111111,0
135,114,0,29,17,9,25,198,14,0,0,24,4,12,0,43,6,0,0,0,0,2,0,5.872887718,0,1.493980209,0.8757815018,0.4636490304,1.287913973,10.20027867,0.721231825,0,0,1.236397414,0.2060662357,0.6181987072,0,2.215212034,0.3090993536,0,0,0,0,0.1030331179,0,2.556925761,0,0.6504460269,0.3812959468,0.2018625601,0.5607293335,4.440976321,0.3140084268,0,0,0.5383001602,0.08971669336,0.2691500801,0,0.9644544536,0.13457504,0,0,0,0,0.04485834668,0,0.1919191919,0,0.04882154882,0.02861952862,0.01515151515,0.04208754209,0.3333333333,0.02356902357,0,0,0.0830449827,0.01384083045,0.06936416185,0,0.2485549133,0.03468208092,0,0,0,0,0.01111111111,0
136,109,0,25,20,7,25,196,18,0,0,25,4,15,0,39,5,0,0,0,0,2,0,5.615304924,0,1.287913973,1.030331179,0.3606159125,1.287913973,10.09724555,0.9272980608,0,0,1.287913973,0.2060662357,0.772748384,0,2.009145798,0.2575827947,0,0,0,0,0.1030331179,0,2.44956522,0,0.5618268853,0.4494615082,0.1573115279,0.5618268853,4.40472278,0.4045153574,0,0,0.5618268853,0.08989230164,0.3370961312,0,0.876449941,0.1123653771,0,0,0,0,0.04494615082,0,0.1841216216,0,0.04222972973,0.03378378378,0.01182432432,0.04222972973,0.3310810811,0.03040540541,0,0,0.08591065292,0.01374570447,0.08571428571,0,0.2228571429,0.02857142857,0,0,0,0,0.01111111111,0
137,109,0,23,16,8,32,191,10,0,0,26,2,13,0,41,5,0,0,0,0,1,0,5.615304924,0,1.184880855,0.8242649429,0.4121324715,1.648529886,9.839662756,0.5151655893,0,0,1.339430532,0.1030331179,0.6697152661,0,2.112178916,0.2575827947,0,0,0,0,0.05151655893,0,2.445877254,0,0.5161025398,0.3590278538,0.1795139269,0.7180557076,4.285895005,0.2243924086,0,0,0.5834202624,0.04487848172,0.2917101312,0,0.9200088753,0.1121962043,0,0,0,0,0.02243924086,0,0.1847457627,0,0.03898305085,0.02711864407,0.01355932203,0.05423728814,0.3237288136,0.01694915254,0,0,0.08934707904,0.006872852234,0.07471264368,0,0.2356321839,0.02873563218,0,0,0,0,0.005555555556,0
138,121,0,28,20,10,26,192,15,0,0,23,3,13,0,47,9,0,0,0,0,2,0,6.233503631,0,1.44246365,1.030331179,0.5151655893,1.339430532,9.891179315,0.772748384,0,0,1.184880855,0.1545496768,0.6697152661,0,2.42127827,0.4636490304,0,0,0,0,0.1030331179,0,2.731479979,0,0.6320780116,0.451484294,0.225742147,0.5869295822,4.334249222,0.3386132205,0,0,0.5192069381,0.0677226441,0.2934647911,0,1.060988091,0.2031679323,0,0,0,0,0.0451484294,0,0.2040472175,0,0.04721753794,0.03372681282,0.01686340641,0.04384485666,0.323777403,0.02529510961,0,0,0.08098591549,0.01056338028,0.07428571429,0,0.2685714286,0.05142857143,0,0,0,0,0.01111111111,0
139,116,1,32,16,12,20,180,13,0,0,22,5,7,0,47,8,0,0,0,0,1,0,5.975920836,0.05151655893,1.648529886,0.8242649429,0.6181987072,1.030331179,9.272980608,0.6697152661,0,0,1.133364297,0.2575827947,0.3606159125,0,2.42127827,0.4121324715,0,0,0,0,0.05151655893,0,2.618678328,0.02257481317,0.7223940216,0.3611970108,0.2708977581,0.4514962635,4.063466371,0.2934725713,0,0,0.4966458898,0.1128740659,0.1580236922,0,1.061016219,0.1805985054,0,0,0,0,0.02257481317,0,0.1966101695,0.001694915254,0.05423728814,0.02711864407,0.02033898305,0.03389830508,0.3050847458,0.02203389831,0,0,0.07586206897,0.01724137931,0.03977272727,0,0.2670454545,0.04545454545,0,0,0,0,0.005555555556,0
140,121,1,19,15,6,22,186,19,0,0,24,4,10,0,38,7,0,0,0,0,2,0,6.233503631,0.05151655893,0.9788146197,0.772748384,0.3090993536,1.133364297,9.582079961,0.9788146197,0,0,1.236397414,0.2060662357,0.5151655893,0,1.957629239,0.3606159125,0,0,0,0,0.1030331179,0,2.705396894,0.02235865202,0.4248143883,0.3353797802,0.1341519121,0.4918903444,4.158709275,0.4248143883,0,0,0.5366076484,0.08943460807,0.2235865202,0,0.8496287766,0.1565105641,0,0,0,0,0.04471730403,0,0.2043918919,0.001689189189,0.03209459459,0.02533783784,0.01013513514,0.03716216216,0.3141891892,0.03209459459,0,0,0.0813559322,0.01355932203,0.05681818182,0,0.2159090909,0.03977272727,0,0,0,0,0.01111111111,0
141,109,1,24,17,7,26,206,10,0,0,26,3,13,0,46,10,0,0,0,0,2,0,5.615304924,0.05151655893,1.236397414,0.8757815018,0.3606159125,1.339430532,10.61241114,0.5151655893,0,0,1.339430532,0.1545496768,0.6697152661,0,2.369761711,0.5151655893,0,0,0,0,0.1030331179,0,2.457735449,0.02254803165,0.5411527595,0.383316538,0.1578362215,0.5862488228,4.644894519,0.2254803165,0,0,0.5862488228,0.06764409494,0.2931244114,0,1.037209456,0.2254803165,0,0,0,0,0.04509606329,0,0.1838111298,0.001686340641,0.04047217538,0.02866779089,0.01180438449,0.04384485666,0.347386172,0.01686340641,0,0,0.09059233449,0.01045296167,0.07514450867,0,0.2658959538,0.05780346821,0,0,0,0,0.01111111111,0
142,116,0,28,13,10,26,189,9,0,0,25,5,9,0,45,4,0,0,0,0,2,0,5.975920836,0,1.44246365,0.6697152661,0.5151655893,1.339430532,9.736629638,0.4636490304,0,0,1.287913973,0.2575827947,0.4636490304,0,2.318245152,0.2060662357,0,0,0,0,0.1030331179,0,2.612323342,0,0.6305608068,0.2927603746,0.2252002881,0.5855207491,4.256285446,0.2026802593,0,0,0.5630007203,0.1126001441,0.2026802593,0,1.013401297,0.09008011525,0,0,0,0,0.04504005763,0,0.1956155143,0,0.04721753794,0.02192242833,0.01686340641,0.04384485666,0.3187183811,0.01517706577,0,0,0.08710801394,0.01742160279,0.05202312139,0,0.2601156069,0.02312138728,0,0,0,0,0.01111111111,0
143,110,0,28,18,11,24,202,15,0,0,23,3,10,0,47,4,0,0,0,0,1,0,5.666821483,0,1.44246365,0.9272980608,0.5666821483,1.236397414,10.4063449,0.772748384,0,0,1.184880855,0.1545496768,0.5151655893,0,2.42127827,0.2060662357,0,0,0,0,0.05151655893,0,2.462545268,0,0.6268297045,0.4029619529,0.2462545268,0.5372826038,4.522128582,0.3358016274,0,0,0.5148958287,0.06716032548,0.2238677516,0,1.052178433,0.08954710064,0,0,0,0,0.02238677516,0,0.1858108108,0,0.0472972973,0.03040540541,0.01858108108,0.04054054054,0.3412162162,0.02533783784,0,0,0.07692307692,0.01003344482,0.05747126437,0,0.2701149425,0.02298850575,0,0,0,0,0.005555555556,0
144,112,0,27,17,11,24,216,18,0,0,24,1,9,0,39,6,0,0,0,0,2,0,5.7698546,0,1.390947091,0.8757815018,0.5666821483,1.236397414,11.12757673,0.9272980608,0,0,1.236397414,0.05151655893,0.4636490304,0,2.009145798,0.3090993536,0,0,0,0,0.1030331179,0,2.514525718,0,0.606180307,0.3816690822,0.2469623473,0.5388269396,4.849442456,0.4041202047,0,0,0.5388269396,0.02245112248,0.2020601023,0,0.8755937768,0.1347067349,0,0,0,0,0.04490224496,0,0.1888701518,0,0.0455311973,0.02866779089,0.01854974705,0.04047217538,0.3642495784,0.03035413153,0,0,0.0830449827,0.003460207612,0.05142857143,0,0.2228571429,0.03428571429,0,0,0,0,0.01111111111,0
145,98,0,24,19,7,26,203,12,0,0,26,3,9,0,40,5,0,0,0,0,2,0,5.048622775,0,1.236397414,0.9788146197,0.3606159125,1.339430532,10.45786146,0.6181987072,0,0,1.339430532,0.1545496768,0.4636490304,0,2.060662357,0.2575827947,0,0,0,0,0.1030331179,0,2.197832683,0,0.5382447388,0.4261104182,0.1569880488,0.583098467,4.552653415,0.2691223694,0,0,0.583098467,0.06728059235,0.201841777,0,0.8970745646,0.1121343206,0,0,0,0,0.04485372823,0,0.165820643,0,0.04060913706,0.03214890017,0.01184433164,0.04399323181,0.3434856176,0.02030456853,0,0,0.08873720137,0.01023890785,0.05172413793,0,0.2298850575,0.02873563218,0,0,0,0,0.01111111111,0
146,107,0,27,17,5,25,197,11,0,0,18,8,15,0,44,5,0,0,0,0,2,0,5.512271806,0,1.390947091,0.8757815018,0.2575827947,1.287913973,10.14876211,0.5666821483,0,0,0.9272980608,0.4121324715,0.772748384,0,2.266728593,0.2575827947,0,0,0,0,0.1030331179,0,2.40554094,0,0.6070056577,0.3821887475,0.1124084551,0.5620422757,4.428893132,0.2472986013,0,0,0.4046704385,0.1798535282,0.3372253654,0,0.9891944052,0.1124084551,0,0,0,0,0.04496338206,0,0.1798319328,0,0.04537815126,0.02857142857,0.008403361345,0.04201680672,0.331092437,0.01848739496,0,0,0.06164383562,0.02739726027,0.08823529412,0,0.2588235294,0.02941176471,0,0,0,0,0.01111111111,0
147,100,0,28,18,7,24,193,19,0,0,20,9,10,0,38,4,0,0,0,0,2,0,5.151655893,0,1.44246365,0.9272980608,0.3606159125,1.236397414,9.942695874,0.9788146197,0,0,1.030331179,0.4636490304,0.5151655893,0,1.957629239,0.2060662357,0,0,0,0,0.1030331179,0,2.232377746,0,0.625065769,0.4018279944,0.1562664423,0.5357706592,4.308489051,0.4241517718,0,0,0.4464755493,0.2009139972,0.2232377746,0,0.8483035437,0.08929510986,0,0,0,0,0.04464755493,0,0.1677852349,0,0.04697986577,0.03020134228,0.01174496644,0.04026845638,0.3238255034,0.03187919463,0,0,0.06734006734,0.0303030303,0.05882352941,0,0.2235294118,0.02352941176,0,0,0,0,0.01111111111,0
148,112,0,29,16,6,29,196,19,0,0,24,3,8,0,38,6,0,0,0,0,2,0,5.7698546,0,1.493980209,0.8242649429,0.3090993536,1.493980209,10.09724555,0.9788146197,0,0,1.236397414,0.1545496768,0.4121324715,0,1.957629239,0.3090993536,0,0,0,0,0.1030331179,0,2.50521989,0,0.6486730072,0.3578885557,0.1342082084,0.6486730072,4.384134807,0.4249926599,0,0,0.5368328335,0.06710410419,0.1789442778,0,0.8499853197,0.1342082084,0,0,0,0,0.04473606946,0,0.1879194631,0,0.04865771812,0.02684563758,0.01006711409,0.04865771812,0.3288590604,0.03187919463,0,0,0.08108108108,0.01013513514,0.04705882353,0,0.2235294118,0.03529411765,0,0,0,0,0.01111111111,0
149,110,0,21,16,12,24,202,16,0,0,24,6,9,0,37,6,0,0,0,0,1,0,5.666821483,0,1.081847738,0.8242649429,0.6181987072,1.236397414,10.4063449,0.8242649429,0,0,1.236397414,0.3090993536,0.4636490304,0,1.90611268,0.3090993536,0,0,0,0,0.05151655893,0,2.465397739,0,0.4706668411,0.3586033075,0.2689524806,0.5379049612,4.527366757,0.3586033075,0,0,0.5379049612,0.1344762403,0.2017143605,0,0.8292701486,0.1344762403,0,0,0,0,0.02241270672,0,0.1858108108,0,0.03547297297,0.02702702703,0.02027027027,0.04054054054,0.3412162162,0.02702702703,0,0,0.08026755853,0.02006688963,0.05202312139,0,0.2138728324,0.03468208092,0,0,0,0,0.005555555556,0
150,116,1,25,12,9,21,213,11,0,0,19,4,12,0,43,8,0,0,0,0,2,0,5.975920836,0.05151655893,1.287913973,0.6181987072,0.4636490304,1.081847738,10.97302705,0.5666821483,0,0,0.9788146197,0.2060662357,0.6181987072,0,2.215212034,0.4121324715,0,0,0,0,0.1030331179,0,2.611411239,0.02251216585,0.5628041463,0.2701459902,0.2026094927,0.4727554829,4.795091326,0.2476338244,0,0,0.4277311512,0.0900486634,0.2701459902,0,0.9680231316,0.1800973268,0,0,0,0,0.0450243317,0,0.1952861953,0.001683501684,0.04208754209,0.0202020202,0.01515151515,0.03535353535,0.3585858586,0.01851851852,0,0,0.06484641638,0.01365187713,0.06936416185,0,0.2485549133,0.04624277457,0,0,0,0,0.01111111111,0
151,118,0,30,15,6,24,194,9,0,0,30,2,14,0,39,6,0,0,0,0,2,0,6.078953954,0,1.545496768,0.772748384,0.3090993536,1.236397414,9.994212433,0.4636490304,0,0,1.545496768,0.1030331179,0.721231825,0,2.009145798,0.3090993536,0,0,0,0,0.1030331179,0,2.64134563,0,0.6715285499,0.3357642749,0.13430571,0.5372228399,4.342551289,0.201458565,0,0,0.6715285499,0.04476856999,0.3133799899,0,0.8729871149,0.13430571,0,0,0,0,0.04476856999,0,0.2,0,0.05084745763,0.02542372881,0.01016949153,0.0406779661,0.3288135593,0.01525423729,0,0,0.101010101,0.006734006734,0.08139534884,0,0.226744186,0.03488372093,0,0,0,0,0.01111111111,0
